PRODUCT_ID,PRODUCT_GROUP,YEAR,AMOUNT1,AMOUNT2,AMOUNT3,AMOUNT4,AMOUNT5,AMOUNT6,AMOUNT7,AMOUNT8,AMOUNT9,AMOUNT10,AMOUNT11,AMOUNT12
3095,1,2017,6928,86287,52071,95371,20387,67582,91829,78848,56160,6938,34579,54372
1212,5,2018,92785,6576,99537,73817,34546,89537,71655,11735,41460,28283,78710,74069
993,3,2016,35098,82680,52124,18021,81590,72164,74945,12559,12216,77239,40721,77813
1468,3,2017,94949,72641,70518,21816,31062,28857,38191,76016,167,70393,51969,44436
2275,6,2017,7959,35026,39925,22449,22056,46447,68697,97251,67768,94049,95771,73895
2248,8,2015,42242,730,16890,79943,99522,80249,19992,41792,17458,26075,91564,87850
2666,7,2015,85833,40592,20934,70134,83701,58429,95699,83969,7502,96797,62172,63568
3445,8,2015,99850,53960,27726,73993,81108,97298,26183,79140,76784,97677,19623,88128
2556,2,2017,81773,4811,27599,83317,98623,35285,90635,83995,9312,35421,5636,61874
3979,7,2016,31450,26146,19134,37971,9932,54311,25924,99226,13600,99381,33444,72020
2070,1,2017,54219,78590,7269,85586,69806,36152,96187,94953,89115,62320,17556,97245
697,8,2016,98144,22192,84418,37180,89232,66757,71289,88841,67841,61921,92096,7223
3673,4,2015,41371,89223,5605,3093,5231,75057,46138,56718,80990,31897,62580,58242
3437,2,2016,9331,59905,5957,80287,48265,46569,30872,16738,88769,47523,94683,32972
2387,4,2018,62403,60852,90592,17650,36607,61464,91686,31540,18393,61125,70537,119
2307,6,2016,83178,26730,22283,65626,88271,97095,78093,24533,13174,62372,1442,3107
1741,6,2015,93711,56700,95230,15742,75996,61879,19827,7390,81295,43281,43565,17541
3233,5,2016,27806,82885,88266,19709,48912,67579,74055,77562,40341,88558,76319,86265
4768,6,2015,9472,49885,54064,9674,46178,98474,6677,40378,61117,16259,78682,20101
476,9,2017,47200,57988,28583,34663,50351,96422,77941,15338,40492,8128,37081,81497
2462,3,2016,60419,23869,51386,10134,14760,2287,58960,22447,58552,32590,55766,16769
712,1,2016,77778,54945,60129,96883,26414,46692,52042,19574,98296,8334,3635,5229
3549,5,2016,28348,8144,92818,48398,37091,92830,91305,30991,20144,38284,64676,44481
3302,9,2016,86252,90939,88744,23995,75731,88887,38650,64756,78031,32280,40745,144
992,2,2017,4262,48208,76884,62464,16671,1979,28231,65969,816,49854,92111,58854
4933,1,2018,425,80922,22246,7482,64959,38402,58352,33836,58770,21963,48429,30199
4169,9,2018,39770,82150,27854,6482,36508,34219,73323,92027,89566,1034,32912,80079
4943,1,2018,88317,21918,38637,9151,279,67498,45579,96796,37801,97750,77449,10444
2647,4,2015,31181,64914,71280,75839,30345,65942,86102,19270,46107,49315,73420,52508
1308,2,2018,36535,48790,84292,81497,70168,84426,72146,72207,91489,36300,78868,60409
940,2,2018,65375,76931,23792,44558,83680,14009,47292,4815,9863,195,95924,76390
3717,1,2015,12231,86814,6837,55694,39851,87216,54558,32670,38573,68813,80052,21174
4604,4,2017,91070,28030,80207,71045,27654,30709,61103,62791,45259,41616,28178,72120
3128,9,2015,30719,60553,78902,64629,38728,19051,54534,79559,94931,88992,70939,14535
4824,4,2018,7931,13236,7799,17923,89614,45973,65267,58778,20832,10559,83961,5295
3789,1,2017,44751,49674,76534,28819,27607,67515,66371,42162,4714,17474,18890,8947
3331,6,2016,19543,70901,11132,26622,81847,35273,47518,13910,74874,66469,331,38118
3719,3,2018,12259,11779,80025,57406,2483,78804,48668,3829,39940,86736,96738,76368
992,2,2018,12562,12510,59722,71670,20821,50268,11574,90320,34558,99208,57217,68553
4051,2,2015,830,55548,77132,83186,16851,42124,55921,56429,72656,33066,89731,28643
157,0,2015,88480,32648,41695,66909,84195,62643,37421,32906,53159,16747,99341,26006
2100,2,2016,80759,84551,55102,97565,2977,60739,29627,29251,26848,68914,30283,88375
2241,0,2017,93423,63786,93378,60157,28345,52522,52440,783,889,17003,28189,5375
1117,8,2018,91029,83294,76875,11984,95296,36053,23912,52808,61973,44312,66500,84790
2305,8,2018,53719,52954,89144,25058,32400,80516,40468,45579,77339,28816,23692,2052
500,3,2016,30454,50847,26948,9368,43256,6209,37351,5016,76995,27479,47461,28926
4154,0,2016,46912,53876,78895,43727,91124,96722,61793,72428,88567,81658,95383,55395
3471,4,2015,80270,30251,42614,69876,75204,93252,46466,16198,67363,64414,9437,11572
3424,0,2017,61167,3737,14249,47272,37834,36209,66549,95353,63051,88025,61168,6809
3875,2,2018,38162,72089,52737,58910,65427,29538,55497,37855,56360,99416,85688,68354
4725,3,2017,12899,37794,65185,78074,75957,84800,46299,71967,18985,93066,77381,83410
1465,5,2017,42040,61970,21195,29618,93950,34108,53373,89192,67826,18952,73395,60556
3687,1,2017,38657,10032,45438,58226,30709,44357,28803,33174,73051,94851,20819,83129
4855,8,2018,73116,1157,66962,56589,85916,73302,88743,68472,39768,30087,17491,94176
3112,6,2016,84626,89001,54631,13711,98471,73133,11902,17821,7562,19983,51807,24129
4191,6,2017,75688,58673,79725,50729,20375,48080,88489,85433,67647,89414,80487,30677
1271,9,2017,32024,49091,73007,31813,91023,71579,37392,60853,18417,74790,42460,96014
3372,7,2017,26725,34764,92332,49480,99565,51994,79595,33230,23574,95664,46059,18297
999,3,2015,36721,74988,24505,81994,97213,36451,39246,42871,95951,53488,23041,9189
2213,9,2016,95466,47211,43218,84244,46982,19561,50003,66150,28248,54601,45687,30048
4424,0,2015,42657,82713,45946,74515,3411,69820,9812,47301,74115,40595,7937,99955
269,6,2015,58706,45760,13147,38536,19371,90220,96996,70665,88974,69034,38708,69796
2650,7,2018,59045,47034,46205,90313,83279,49012,57511,32041,26630,35680,70368,99841
2204,1,2017,82914,64974,61278,92695,33252,24001,22104,89067,69938,10900,36090,47891
4319,6,2018,47823,32759,9238,52451,18689,84497,25579,76627,42668,84864,86976,27492
3231,5,2017,31290,17854,85998,22147,65774,97062,4041,98653,26834,47419,34965,82175
3538,1,2015,22841,58806,97009,21400,55131,53380,55536,78116,36836,93410,60491,46319
2953,9,2017,53277,71327,21397,89643,17636,60005,48361,26826,1019,33744,26927,64046
1969,4,2018,98135,5850,16748,18579,4397,18755,24551,38081,44735,54695,42223,72518
4480,8,2018,65987,41146,28802,21664,33357,83578,40134,6344,85873,15448,61599,82768
1043,3,2016,76552,24047,34852,68192,21081,17824,93749,76317,30478,14238,12609,8220
4288,1,2018,58788,80957,98853,82574,43515,21620,90343,1473,53753,43744,9676,83588
1215,2,2018,75921,76807,28813,78460,75348,9085,40210,76192,96351,19082,20164,47487
1259,8,2015,62235,51500,91858,53551,82309,5519,93037,49711,95687,27122,62273,39682
4054,3,2018,81137,98434,89492,93306,14888,38178,12006,88303,89882,10789,47056,32195
3401,8,2018,13666,69145,22460,85932,10036,15763,79967,35814,40618,12105,79738,9771
4269,0,2018,83422,94564,49177,51196,11794,39847,81322,67368,47084,37125,24040,48169
4537,0,2015,49577,6826,84515,42395,93444,53195,74680,38501,67195,96279,69115,3010
1003,4,2017,38128,68316,22916,83323,67751,74496,58391,73394,90294,62807,67113,37421
4687,7,2015,10445,29676,86485,91263,7506,95532,62929,9855,97728,92752,69876,52952
822,7,2018,11495,74697,13490,8184,9232,98995,33486,62597,41203,40283,84686,28904
4062,7,2018,12743,93212,30005,16003,54921,43659,27277,82855,62673,14187,24737,52913
3439,6,2017,5808,89957,72989,78066,13948,24971,31745,97640,99643,36703,65312,6659
4806,0,2018,46203,50630,79862,36595,87388,51480,21664,92387,90378,11440,37594,37961
302,3,2017,6251,4577,96090,91509,84294,42963,32021,58634,41314,72601,57833,36972
400,1,2016,43235,29167,84019,82273,63261,51902,7125,3246,6157,27341,84379,6347
3184,6,2016,651,96953,81189,65256,36911,97928,50661,8257,74017,6123,63413,4824
3154,2,2018,5272,41988,68903,1772,54198,24985,38481,49634,58102,58474,6950,15883
4535,1,2018,94129,20297,55854,70481,35573,61040,44634,17458,63781,9058,66448,40175
4230,9,2015,72199,5334,73778,63234,24895,42042,18254,81212,43850,71973,58422,5524
949,4,2017,60116,72249,85713,15515,85316,7907,33504,95936,79857,89296,30318,69506
1930,4,2016,17397,62326,89872,82028,43933,89957,25833,70652,16933,36977,77976,87512
464,6,2018,52347,56583,10937,47343,77716,68528,657,46302,5150,38079,41969,45175
4334,7,2015,47686,59418,53705,74660,63963,62769,22765,58296,12717,12826,271,43304
2562,1,2017,841,4198,37575,82733,2622,47928,38510,12205,36391,43781,92994,38867
1413,6,2015,34419,77448,76544,98950,79266,7564,20524,75158,85959,55246,63216,22248
2277,0,2018,49127,55578,67331,73936,9592,16634,68149,27258,83988,14388,85435,75773
576,0,2017,36049,16746,1773,91030,57491,32993,17028,75616,67143,12881,62701,51068
4302,7,2015,10702,21045,58093,84563,28513,7750,95202,51858,64979,20215,87129,87083
376,3,2017,14789,98314,77931,78028,56182,93442,12772,831,50739,38101,97264,29749
1317,4,2016,22212,66589,53892,44103,98113,34654,48664,37291,38490,64184,44301,17333
2585,7,2016,33389,15096,92172,29586,4478,40166,67379,70273,91735,79476,59474,94688
4075,5,2018,43247,73720,25850,70485,40748,30469,82039,98559,77531,12868,35633,65521
3790,0,2017,22551,94000,9903,14748,15031,17255,94799,60845,13225,50790,92783,9428
1406,4,2018,52458,5369,51837,69341,65520,90515,67994,30385,73572,50619,21663,62644
1632,6,2015,61253,12552,89667,67293,92593,20085,10170,39931,38210,78000,91419,57268
4384,2,2018,14092,41765,15702,43544,18351,90839,29879,66420,40296,76421,22455,87312
3726,6,2018,4677,60957,51591,6289,13109,81186,19522,89795,68299,72528,27225,36903
656,7,2015,747,56903,81942,7891,70236,9094,80975,71649,41925,14001,96182,55862
1486,2,2018,99238,22560,8925,45640,5902,58876,29620,77645,80034,47851,97465,91416
2202,0,2015,73811,33944,52410,67754,87907,5792,29782,88107,74005,78004,89825,94900
1551,7,2018,81909,29508,7790,61238,55153,54839,50575,30414,70037,36001,54854,90642
4830,3,2017,9385,71078,90400,48966,67696,59347,98902,62529,26376,54588,31271,63813
1229,1,2017,73281,67552,21222,4847,43072,31814,61875,17135,81724,41961,3019,17826
3089,4,2015,87980,43194,79132,49295,46363,40858,68146,74676,25236,21448,23894,44461
523,7,2016,3312,68742,58888,26491,89212,51454,72969,34395,22230,60930,90357,3754
1903,4,2016,78683,65615,62791,32406,13431,25818,30556,58304,73387,1855,69961,2098
2928,3,2017,30556,23240,67890,42172,15467,5012,47266,135,50947,11011,73408,93590
3988,7,2017,10719,81974,72956,94633,51120,54875,12755,72778,53329,93999,75209,15096
2829,6,2017,57074,30319,99586,19599,40450,40946,30135,33941,54856,47728,11326,16487
3277,8,2017,45783,70118,33771,91082,17498,41291,40716,31667,66009,68115,50617,53034
1797,1,2018,68099,59848,42559,73653,25081,83350,12691,98348,30082,11361,79522,14847
2469,3,2015,46751,81787,26327,53986,86100,18328,54938,14569,44798,36180,90957,33707
2999,0,2016,37757,27829,49965,8088,34198,24011,35218,73439,7898,13775,78206,67358
4404,0,2018,10389,49744,6396,99675,82968,63618,86688,15986,64510,89782,71243,13905
72,5,2016,27963,71000,62278,32189,38926,65910,41502,5244,78673,73294,59468,49095
4335,6,2017,38997,46314,60575,51639,28372,45811,82407,15044,34742,96824,87359,55372
4945,5,2016,4853,91122,11569,20125,92580,47573,7962,35071,77516,70851,81901,59968
4824,4,2015,30798,46467,73615,51045,63179,46164,92989,5889,50752,20840,8231,11830
2507,2,2015,94964,49158,86457,73797,18652,77765,78609,95627,34787,26572,8871,10443
3207,7,2018,55140,28217,62615,7638,84776,4008,54565,66820,80926,75486,15622,27643
3427,9,2016,51222,10079,90657,56082,59708,75152,52415,89190,32564,85141,86254,66831
2483,0,2017,38611,42166,19576,16248,89835,47275,76626,93142,15714,32297,76492,36016
1828,4,2016,76054,18336,43020,99614,50091,22260,29443,99463,77120,48596,73518,94436
1223,2,2016,5518,82116,53341,63057,42624,21829,41375,33638,44035,30643,64661,72394
941,7,2016,24427,4718,80370,17392,42540,65321,79023,53413,14471,35594,95566,11267
2883,6,2015,94845,33036,73813,92323,24855,68179,59726,14266,23620,11657,28653,31337
2473,4,2015,56136,50080,72587,8100,68294,43193,58004,55875,44154,42300,97848,72124
2623,4,2016,62504,48586,44193,82317,64715,91779,66525,78296,47586,63230,90139,34821
4128,3,2018,13262,60151,21636,66138,45619,71419,74304,79909,32650,3714,12629,9069
4796,2,2016,35180,22365,35151,6163,62984,85055,96036,97955,65399,23572,34653,64364
3287,1,2016,29773,37014,89014,96762,44150,45064,52949,65111,46131,68119,51041,68042
1299,8,2016,60410,65332,42892,20050,54209,91212,1047,35990,60484,24662,46186,40636
2640,5,2015,25525,11932,76203,17534,3377,34983,79273,96490,94191,77654,75257,85101
2596,7,2016,5383,25162,25319,55831,40830,88713,63836,58239,72914,95361,74459,67139
4479,2,2015,65405,64642,31960,78109,35638,35599,3885,10627,51485,76671,59422,48029
628,8,2017,64537,38552,2403,99691,76267,42075,8593,2261,75090,32447,34394,21796
1201,6,2015,69514,71513,88479,18562,93044,96411,78391,64997,10582,38684,6014,52843
4259,2,2018,89222,71530,4587,91933,17112,68128,80508,24766,51658,53991,4695,39381
1487,0,2015,75104,63726,30742,8391,36983,18247,41163,47133,3969,8149,8973,1747
3215,4,2015,48001,56478,95343,62708,76305,99642,24232,54840,79306,54717,44939,66955
4699,6,2018,53757,30145,27332,75446,48642,95541,18945,61931,83263,26261,32027,77525
277,0,2015,33557,82719,60642,67278,49735,14320,64315,9968,51352,47734,89100,73481
1566,6,2018,73789,84274,35275,35362,99097,28932,99951,43976,66701,2556,75992,83517
3529,1,2018,8585,39848,37959,83625,89600,55650,52144,99728,67428,88123,2272,28700
471,9,2016,81200,10017,25459,17101,25793,50906,97284,67150,70210,20948,99967,42478
186,2,2017,77851,37271,93724,7857,76575,59548,32750,33309,62399,16118,8480,72701
2186,4,2015,93161,18177,92564,88690,74809,34616,36579,96508,58793,94790,316,87790
1011,8,2015,47564,17594,77414,96841,24789,17863,83444,89159,56245,21597,78922,36545
3972,1,2018,72232,9803,40730,13432,31505,26424,25972,30097,70450,45490,2061,62010
4402,2,2017,91707,19050,27007,65530,27964,75892,14132,48949,37992,41294,49372,40113
1470,6,2018,24504,67617,86423,59393,19497,25983,52836,51529,48385,1455,94101,58972
3206,7,2018,51448,22608,32317,28215,73770,83252,46286,86484,5400,84398,41850,20546
3039,7,2015,49957,37529,32673,56481,37576,27136,7567,87804,71105,31902,71331,86824
1980,2,2017,46976,97897,5580,73648,60935,41792,35548,48542,93205,35582,52957,34913
4963,8,2018,90431,30929,44036,80233,28730,38099,88046,65866,78427,77644,27802,96573
3348,6,2017,36820,25878,27144,43427,34398,43931,68552,51836,18982,41875,44509,81763
440,0,2018,84844,98404,62128,1489,47818,82011,65424,24406,74522,5462,11752,22463
3191,2,2016,92272,95931,423,47242,17012,790,35966,43804,11341,67022,64257,13349
2036,6,2015,27104,62428,49759,36913,7006,38297,6119,11746,86656,36382,66911,6537
1245,8,2016,25263,46577,64998,22607,28120,102,91977,59738,581,68897,50202,15060
1265,8,2015,16705,18225,67210,39475,78402,47741,16968,48451,77502,89202,73365,43201
1994,1,2018,22319,18437,76993,75060,97003,89477,19524,88681,82184,84352,14820,6308
4576,0,2015,36503,32943,58047,27012,51050,1539,87454,16323,57579,79677,40785,20441
4248,8,2017,42182,33216,45792,45697,35518,79563,36572,69408,80273,35657,36329,13580
3428,1,2016,94688,61150,16280,52318,87481,60767,62333,26003,13603,874,949,36631
3716,4,2017,13769,84519,36053,25827,79196,87952,89451,85740,47747,52823,70621,63487
1072,5,2016,20650,80220,86499,40007,88418,48072,12203,97350,66688,99427,76137,29750
1668,2,2017,1748,21508,52087,66544,89073,61753,30741,51312,63957,8934,55435,15561
4505,7,2017,35095,76781,36848,74787,57967,53679,36201,37265,19783,79837,11815,18485
2813,5,2015,57522,3043,99852,87337,50569,52348,3743,22774,207,96406,66594,25742
4633,2,2018,2327,40435,21462,66023,60552,66673,78231,66524,82113,25469,51875,17224
3461,3,2015,62059,13461,70491,65990,49970,81065,84707,9886,52194,51469,78253,94389
845,9,2017,89394,34491,74657,12776,38795,68769,36167,5993,21232,84335,96894,112
4178,5,2018,47860,21326,25308,36750,69595,85594,41897,83739,56394,91019,68639,76852
3765,1,2017,43125,98932,4495,79962,31278,52566,66538,15102,71744,21423,14286,22254
2139,1,2017,63242,40183,87753,11587,10369,60309,6648,61938,69365,88592,26401,95062
4129,2,2018,82605,12028,24253,8554,8473,20575,23028,24642,77320,15874,6887,12263
3892,9,2015,14905,18265,83210,20403,92688,27422,45856,58462,30772,92642,40057,3006
2556,2,2015,91294,20910,14096,83800,57570,43861,19649,75887,23781,17488,29271,57552
753,8,2016,63071,35257,73688,25977,55757,80406,49295,37714,58234,94780,68501,15710
2379,2,2015,4857,46391,84714,90535,29147,10923,86617,73177,30,58126,33462,79555
4109,0,2015,50399,98315,79289,73426,33773,61564,40952,91221,42313,19156,76118,85733
4069,4,2017,75508,83599,74745,32322,46676,21818,29763,96920,35957,88538,84162,28863
2315,5,2016,48927,34747,21703,96483,15182,30419,26462,60791,55215,58147,66915,69624
461,1,2017,3851,24806,49635,46319,58279,27162,43825,95913,25789,4355,6122,74333
837,7,2018,43944,3121,12585,51291,28490,4768,24096,43682,81595,62368,70367,87105
4640,7,2017,62099,45171,24788,17624,30843,37786,4573,98084,4979,66648,16881,97725
2378,0,2015,86879,88875,20820,72688,22924,31015,64104,51346,41297,92574,15555,78243
1663,3,2016,58233,11221,74758,70546,15527,50194,35841,2501,93798,93320,91868,82242
1898,0,2016,15606,46111,84234,75278,56484,46631,19734,51580,10162,18961,92381,24200
4325,4,2015,95355,33901,61139,58308,77262,13380,71326,54916,98665,18831,99720,63525
1173,8,2018,40524,98075,13969,7227,36391,74383,33321,16285,89290,63100,83806,50818
1876,2,2015,67111,40720,78774,34258,77404,32087,98685,49805,13648,42483,60551,36894
1546,1,2017,44170,25427,85703,83971,20269,22808,41310,94565,2349,22906,56320,5525
2672,4,2016,91638,15524,6202,79548,16953,6312,11782,18852,83440,37812,22034,92137
2904,1,2015,78702,92405,60969,34307,32947,71951,34307,11417,59699,3322,38588,882
4303,9,2018,13346,44052,36806,95184,46282,89679,86833,26433,2166,54429,18489,26195
2818,6,2018,89163,59879,92061,61003,44749,38324,39322,89358,57678,32107,7720,82517
2913,4,2018,83431,49774,95779,46905,18414,68513,20386,46105,73270,80350,13978,50281
365,7,2017,65441,47761,86820,6853,98262,35234,90635,25258,12481,36838,857,98274
2188,1,2015,75714,68565,97531,85850,1114,55888,2303,2862,71646,26580,65380,22010
3718,6,2016,42649,21424,13731,85772,34367,31498,66564,65501,23069,60664,74638,58477
1529,6,2016,16791,81964,44240,16799,71243,92653,51917,73291,83139,26024,70841,88910
2942,8,2018,25256,71227,11270,72190,1557,54579,2881,6784,50896,1650,56715,40980
2266,6,2017,70005,77944,61593,36656,24506,32898,49220,12204,14920,86584,15030,24926
1320,6,2016,57192,68480,2889,55820,68594,75073,34211,64226,43934,31949,5032,47575
913,0,2018,43385,38798,25320,66448,32014,92501,73235,71476,54384,58216,48660,46755
4946,7,2017,14423,58605,41200,41537,59746,5211,41216,13485,49136,78607,15194,65605
4223,1,2016,92134,5515,69392,68654,84547,4914,99053,12925,41934,89398,54083,3812
894,8,2016,24498,28157,33378,22516,50441,78404,43221,97533,70964,74677,97249,24909
1776,4,2017,61151,19299,76196,87528,34861,31554,68954,16864,37575,96398,84800,8334
3848,8,2015,32708,87510,65592,13546,31051,11532,68952,99453,20200,10597,15027,46062
3565,7,2016,68816,18216,92481,49350,13227,8624,13367,56039,20481,18848,44861,58984
2017,7,2018,60527,46220,42983,63809,33101,75360,92271,95361,53033,5882,6504,44001
1858,0,2017,82657,89201,20211,54828,35238,30975,43666,97441,75902,65012,17103,74332
2444,8,2018,66764,60669,37557,54266,54326,91843,62315,87206,17598,52799,72155,86806
2897,6,2017,17998,69336,32054,16581,91079,35190,15162,71046,49953,76623,60568,28247
3772,1,2017,46169,96657,96952,35602,87020,28042,99862,43651,37728,81946,30155,53581
1995,2,2015,63979,31479,2657,51777,22091,17299,41407,56080,95553,12521,49143,74135
1408,2,2015,42496,72246,23768,68117,41065,43835,92066,80807,95107,25270,49266,5503
767,4,2018,19082,55363,87686,17852,78659,83970,70398,34947,24576,19306,20005,54251
4016,3,2017,5355,21840,48293,76205,37766,49985,20194,83149,45405,20552,16482,68208
1581,1,2015,13129,77843,56705,10674,91933,49012,47079,9118,75011,16986,49118,93959
1006,9,2016,97805,51128,8031,55699,75644,86751,2532,8994,60449,73145,16686,30907
4724,6,2017,29147,10605,97567,18749,21756,98307,9401,35903,16610,10531,69729,74489
544,6,2015,97673,86397,88222,30997,36874,25601,13647,50095,10702,45609,17125,50422
812,0,2016,83900,50886,74322,648,39711,50738,10586,22573,16271,16419,94327,11295
1638,9,2015,14658,23024,19951,73610,99600,95169,48319,34239,71021,26118,70385,13710
3840,1,2016,45931,68618,65532,16934,38711,60702,50079,90907,68714,95805,72254,169
637,8,2018,90358,42820,30773,52765,56045,47112,2391,89087,37745,43475,35179,87558
591,8,2017,21035,54623,68291,96834,60719,71110,78671,77731,59331,43500,34834,89222
4106,5,2015,58358,80118,53630,42672,5999,57263,20469,58875,88584,75922,48373,92320
668,2,2015,75489,52279,30250,46668,19029,65754,53018,76348,62045,29324,2224,632
2494,6,2016,97368,96719,44855,9228,30716,88900,95621,28488,95872,83034,35623,59851
288,5,2016,53173,87367,69038,28307,16748,45987,2434,76290,93606,15509,30007,33391
2748,2,2018,53430,28907,3345,84185,91739,28719,37252,26522,77528,58526,80358,277
1519,9,2017,61234,17886,52420,90977,9764,50160,68106,74165,33191,70735,908,54544
2272,5,2016,17530,25297,23943,35631,8420,5631,20945,30132,33736,90306,273,13008
4735,7,2018,1248,5869,79944,48235,80156,37830,25823,21536,64388,90548,76488,6469
4080,8,2017,70757,59381,8366,79458,33089,66007,94741,2805,95581,46576,77259,82289
124,0,2015,65330,42443,83773,50145,28425,25571,79217,71485,73300,60616,40686,41988
3233,5,2015,25130,91967,47836,63071,65963,22953,29449,25271,38121,39983,21154,53
17,8,2017,22299,55740,45116,83592,80193,82801,79466,70923,56888,85800,64440,24236
1790,1,2015,39282,24489,348,36904,12147,54739,9088,58946,59743,94022,13829,89963
4605,9,2017,5319,60477,36991,45742,48667,20145,52404,68778,41493,92070,45616,27758
1281,6,2015,66639,20694,49868,27619,31177,35016,76555,8913,63471,76694,54330,29368
820,4,2018,96087,85461,8546,12632,79806,13165,85738,66337,22461,56884,60201,79941
623,6,2018,36892,20821,11915,75774,24508,68087,59159,75839,94455,94438,9920,40531
751,6,2018,51892,78147,80269,10730,90913,37432,6263,9258,6938,29105,76717,27638
825,1,2016,48914,3606,99665,87712,22145,96462,12159,11267,30996,51727,76776,58033
3813,4,2016,14567,45346,9750,81696,68903,21580,30981,24425,92624,18015,77669,43299
4039,1,2017,90388,52226,88738,54113,510,244,59020,19997,22537,16859,24403,60442
2639,3,2016,62512,22449,51026,61197,27784,43767,18492,21088,98251,22517,45468,2266
2133,5,2018,67925,13968,58944,94883,77562,51319,85336,75279,4266,51240,66976,21071
4131,8,2015,21181,75168,64390,76485,9343,90241,55709,72237,95329,63210,40360,66688
2625,2,2018,69480,91155,62095,60813,35849,10531,68961,23939,79466,966,81674,61134
2695,1,2018,69235,77315,79551,24620,15504,88260,94949,54620,2830,33806,89506,44486
4259,2,2017,42429,75220,27187,6775,11204,70375,65838,1520,64428,61366,86531,52421
3939,7,2018,21060,10389,32729,50488,38807,97978,94914,21069,97734,25148,38515,12632
2186,4,2018,96378,17276,38046,52460,82961,87100,12336,38289,86599,49998,88821,95070
3691,2,2018,72531,24747,50308,43346,40501,51451,5315,32393,83494,71780,37643,78403
1016,4,2015,19109,25242,21405,41712,99756,67485,77749,40231,7751,37361,75210,89890
1143,2,2018,13222,37189,13180,20872,10035,43366,68876,34718,91654,99885,81377,67615
96,1,2018,6989,11747,93161,75512,64353,27236,12827,40042,57044,56732,73629,13737
1362,0,2017,42111,50715,94769,517,14639,6975,41462,644,87713,94326,99365,61658
3959,1,2016,83543,54526,73792,49852,12491,46625,70457,18237,22525,32600,54434,99678
4955,3,2015,24686,20345,13612,31673,76553,68958,85375,24602,34681,71488,27849,51594
4394,7,2016,97171,52657,63467,61070,32036,89514,67597,65234,96386,51469,7268,75440
4533,7,2018,82110,55907,49771,66358,90937,17018,46620,21388,38137,48231,91766,54991
4904,2,2018,22746,8320,15501,17025,25951,78326,99123,19309,5639,20199,6634,61771
3751,7,2018,84865,19054,63325,55649,88698,17483,45457,42151,84780,38699,14125,27467
4834,4,2017,48362,45579,19965,24505,36208,33725,62653,53939,23183,43911,34084,73375
2572,5,2016,96661,89331,51028,22019,56502,44074,50225,2908,56264,31203,16333,23583
1343,0,2018,2565,35365,85152,97627,24125,25814,35776,91323,47082,95482,68444,70573
3399,2,2016,67865,15979,40627,5851,55839,19368,86075,25858,44547,86413,94739,51827
1085,7,2018,97932,50619,81108,53433,4747,5438,26271,79977,57153,53550,89864,53022
4007,7,2017,96907,16621,97329,93940,51,11354,43351,14655,14305,85101,60740,23394
4397,9,2017,93587,17964,55888,33072,64319,54907,78510,22695,10630,43047,81078,90698
2373,2,2016,45868,5489,21479,59284,82384,57163,14794,63922,25519,2831,80764,97902
1181,5,2017,36334,85460,35277,75904,17687,96005,24168,16854,60491,649,69628,18298
3864,8,2018,38919,93776,57917,54133,47114,39633,83891,88943,41534,22674,99054,27455
2597,4,2018,61742,27288,19266,30798,47274,81477,7791,87332,3823,70552,37931,68899
4482,2,2016,23787,64955,2205,65478,72932,55630,36086,48165,74883,69525,66328,78868
4821,3,2016,65715,32883,19459,7183,31502,61288,94445,41323,59170,15293,25941,49965
3120,8,2015,68672,73482,3293,88588,78278,25627,72839,11191,34854,1475,5446,99099
511,6,2017,77900,53063,41000,74474,9255,66696,11571,63883,14148,82776,98773,23792
4224,6,2015,34743,55414,3095,49993,67485,6341,50652,86842,7296,56237,16110,88516
3846,1,2018,10095,45577,42661,34959,43369,35642,49783,70472,59540,3470,48203,60471
4765,2,2016,38477,6246,63014,35391,20013,26726,21473,72268,25459,59078,84705,8597
1953,2,2016,66041,53960,52916,8906,63791,84655,4762,93142,70581,51011,6517,25124
3068,4,2015,1236,16165,88295,25933,55790,77244,54453,61988,80475,53730,55967,73829
977,0,2017,78302,50361,5337,6497,20197,92398,79248,83068,3230,27476,6501,5645
1778,6,2015,56090,16058,93133,63639,36141,86929,64995,72658,77444,43527,23297,7982
4108,6,2018,76712,59515,13022,77252,35231,97185,61285,67752,67755,32426,62586,84838
1349,9,2018,31067,10337,65222,49431,68496,14833,63443,81750,88504,22435,82829,95476
1969,4,2017,75295,44065,74403,31181,4435,90297,79313,53110,5486,56128,30561,89845
3389,0,2017,28916,14347,95029,22967,1072,58611,42811,43402,58475,40291,75490,13167
1432,9,2015,95545,18513,16975,39146,74063,18460,62807,39971,37059,7980,69841,9779
563,4,2016,41883,68827,61046,39059,83620,32628,62474,76269,38399,5357,71642,97773
919,7,2018,44063,21891,41346,10869,76478,12967,83570,15794,83716,72442,74235,19733
463,4,2016,75169,68206,95959,23748,25680,68255,87040,17213,77376,85267,71534,11330
2990,8,2015,68836,15167,95221,13614,20951,51164,57676,80068,81464,57862,67101,25279
3999,9,2015,82744,1074,35383,15496,42100,30066,66455,50389,17929,11118,70670,76772
543,9,2015,6374,25113,60001,85792,7931,43925,18410,15567,6347,59417,37421,17503
3255,5,2016,43026,56656,3088,62749,38569,62109,4863,98614,27658,63048,79574,66938
1691,0,2015,91648,24713,53312,80407,43644,65881,49282,70744,39180,24735,59424,65008
